,0
533,16
534,0
535,0
536,0
537,0
538,0
539,5
540,0
541,5
542,6
543,0
544,10
545,0
546,0
547,7
548,7
549,8
550,8
551,8
552,8
553,8
554,8
555,0
556,1
557,9
558,9
559,10
560,10
561,10
562,11
563,11
564,11
565,12
566,12
567,12
568,13
569,13
570,14
571,14
572,14
573,14
574,2
575,0
576,0
577,0
578,3
579,3
580,3
581,3
582,3
583,1
584,1
585,1
586,1
587,0
588,0
589,0
590,4
591,4
592,4
593,4
594,4
595,2
596,2
597,2
598,2
599,0
600,0
601,0
602,0
603,17
604,17
605,0
606,17
607,0
608,0
609,0
610,15
611,15
612,15
613,15
614,15
615,15
616,0
617,0
618,0
619,16
620,16
621,16
622,16
623,16
624,16
625,16
626,0
627,0
628,0
629,0
630,0
631,0
632,16
633,16
634,16
635,16
636,16
637,16
638,16
639,16
640,0
641,0
642,0
643,0
644,3
645,0
646,0
647,5
648,4
649,0
650,8
651,0
652,0
653,7
654,7
655,8
656,8
657,8
658,8
659,8
660,8
661,3
662,10
663,9
664,0
665,10
666,10
667,11
668,15
669,11
670,12
671,14
672,12
673,12
674,8
675,14
676,14
677,13
678,14
679,14
680,14
681,0
682,0
683,0
684,0
685,3
686,3
687,3
688,3
689,3
690,1
691,1
692,1
693,1
694,0
695,0
696,0
697,4
698,4
699,4
700,4
701,0
702,2
703,2
704,2
705,2
706,0
707,0
708,0
709,0
710,0
711,17
712,17
713,17
714,0
715,0
716,0
717,15
718,15
719,15
720,15
721,15
722,15
723,15
724,0
725,0
726,0
727,16
728,16
729,16
730,16
731,16
732,16
733,16
734,0
735,0
736,0
737,0
738,0
739,16
740,16
741,16
742,16
743,16
744,16
745,16
746,16
747,0
748,0
749,0
750,0
751,4
752,0
753,5
754,7
755,4
756,0
757,8
758,0
759,0
760,8
761,7
762,8
763,7
764,8
765,8
766,8
767,8
768,8
769,0
770,0
771,10
772,9
773,10
774,10
775,10
776,0
777,12
778,11
779,0
780,8
781,14
782,15
783,14
784,13
785,13
786,3
787,14
788,14
789,15
790,0
791,0
792,0
793,0
794,3
795,3
796,3
797,3
798,3
799,1
800,1
801,1
802,0
803,0
804,0
805,4
806,4
807,4
808,4
809,4
810,2
811,2
812,2
813,2
814,2
815,0
816,0
817,0
818,0
819,17
820,17
821,17
822,17
823,0
824,0
825,0
826,0
827,15
828,15
829,15
830,15
831,15
832,0
833,0
834,0
835,16
836,16
837,16
838,16
839,16
840,0
841,0
842,0
843,0
844,15
845,0
846,16
847,16
848,16
849,16
850,16
851,16
852,16
853,16
854,16
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,8
865,0
866,0
867,0
868,10
869,7
870,8
871,8
872,8
873,8
874,8
875,8
876,0
877,9
878,9
879,10
880,10
881,10
882,12
883,12
884,11
885,12
886,12
887,13
888,14
889,13
890,13
891,14
892,14
893,14
894,14
895,0
896,0
897,0
898,3
899,3
900,3
901,3
902,3
903,3
904,1
905,1
906,1
907,0
908,0
909,0
910,4
911,4
912,4
913,4
914,4
915,2
916,2
917,2
918,2
919,2
920,0
921,0
922,0
923,0
924,0
925,17
926,17
927,17
928,17
929,0
930,0
931,0
932,0
933,0
934,15
935,15
936,15
937,15
938,15
939,15
940,15
941,15
942,15
943,15
944,15
945,0
946,15
947,0
948,0
949,0
950,16
951,16
952,16
953,16
954,16
955,16
956,16
957,16
958,0
959,0
960,16
961,16
962,16
963,16
964,16
965,16
966,16
967,16
968,16
969,16
970,0
971,0
972,0
973,0
974,3
975,5
976,0
977,0
978,17
979,0
980,8
981,0
982,0
983,7
984,7
985,7
986,8
987,0
988,8
989,8
990,8
991,0
992,0
993,9
994,9
995,10
996,10
997,10
998,10
999,10
1000,12
1001,11
1002,10
1003,12
1004,12
1005,10
1006,14
1007,14
1008,14
1009,0
1010,14
1011,14
1012,14
1013,3
1014,0
1015,0
1016,0
1017,3
1018,3
1019,3
1020,3
1021,3
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,0
1029,0
1030,4
1031,4
1032,4
1033,4
1034,4
1035,2
1036,2
1037,2
1038,2
1039,2
1040,0
1041,0
1042,0
1043,0
1044,0
1045,17
1046,17
1047,17
1048,17
1049,0
1050,0
1051,0
1052,15
1053,15
1054,15
1055,15
1056,15
1057,15
1058,15
1059,0
1060,0
1061,16
1062,16
1063,16
1064,16
1065,16
1066,16
1067,16
1068,16
1069,0
1070,0
1071,0
1072,0
1073,0
1074,16
1075,16
1076,16
1077,16
1078,16
1079,16
1080,16
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,10
1088,5
1089,0
1090,0
1091,0
1092,10
1093,0
1094,0
1095,7
1096,7
1097,8
1098,8
1099,8
1100,8
1101,8
1102,8
1103,0
1104,9
1105,9
1106,0
1107,10
1108,10
1109,10
1110,11
1111,11
1112,0
1113,10
1114,12
1115,13
1116,15
1117,14
1118,13
1119,14
1120,14
1121,14
1122,0
1123,0
1124,0
1125,3
1126,3
1127,3
1128,3
1129,3
1130,1
1131,1
1132,1
1133,1
1134,0
1135,4
1136,4
1137,4
1138,4
1139,4
1140,4
1141,2
1142,2
1143,2
1144,2
1145,2
1146,0
1147,0
1148,0
1149,0
1150,17
1151,17
1152,17
1153,17
1154,0
1155,0
1156,4
1157,15
1158,15
1159,15
1160,15
1161,0
1162,0
1163,16
1164,16
1165,16
1166,16
1167,16
1168,16
1169,0
1170,0
1171,0
1172,16
1173,16
1174,16
1175,16
1176,16
1177,16
1178,0
1179,0
1180,1
1181,0
1182,10
1183,0
1184,5
1185,0
1186,0
1187,8
1188,0
1189,0
1190,7
1191,8
1192,8
1193,0
1194,8
1195,8
1196,8
1197,0
1198,9
1199,9
1200,10
1201,10
1202,10
1203,10
1204,9
1205,9
1206,0
1207,10
1208,10
1209,9
1210,1
1211,14
1212,13
1213,15
1214,14
1215,14
1216,0
1217,0
1218,0
1219,3
1220,3
1221,3
1222,3
1223,3
1224,1
1225,1
1226,1
1227,0
1228,0
1229,0
1230,4
1231,4
1232,4
1233,4
1234,4
1235,2
1236,2
1237,2
1238,2
1239,0
1240,0
1241,0
1242,0
1243,17
1244,17
1245,17
1246,17
1247,0
1248,0
1249,0
1250,15
1251,15
1252,15
1253,15
1254,0
1255,0
1256,0
1257,16
1258,16
1259,16
1260,16
1261,16
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,16
1269,16
1270,16
1271,16
1272,16
1273,16
1274,16
1275,0
1276,0
1277,0
1278,3
1279,0
1280,5
1281,5
1282,0
1283,2
1284,6
1285,8
1286,0
1287,7
1288,7
1289,8
1290,8
1291,8
1292,8
1293,8
1294,3
1295,9
1296,9
1297,0
1298,10
1299,10
1300,9
1301,12
1302,11
1303,15
1304,12
1305,12
1306,15
1307,14
1308,13
1309,14
1310,14
1311,14
1312,14
1313,0
1314,0
1315,0
1316,0
1317,3
1318,3
1319,3
1320,3
1321,3
1322,1
1323,1
1324,1
1325,1
1326,0
1327,0
1328,0
1329,4
1330,4
1331,4
1332,4
1333,4
1334,2
1335,2
1336,2
1337,2
1338,0
1339,0
1340,0
1341,0
1342,0
1343,17
1344,17
1345,17
1346,0
1347,0
1348,0
1349,15
1350,15
1351,15
1352,15
1353,15
1354,0
1355,16
1356,16
1357,16
1358,16
1359,16
1360,16
1361,0
1362,0
1363,0
1364,0
1365,0
1366,16
1367,16
1368,16
1369,16
1370,16
1371,16
1372,16
1373,0
1374,0
1375,1
1376,0
1377,3
1378,5
1379,5
1380,0
1381,0
1382,7
1383,0
1384,0
1385,8
1386,7
1387,8
1388,8
1389,8
1390,8
1391,8
1392,0
1393,9
1394,9
1395,10
1396,10
1397,11
1398,11
1399,12
1400,11
1401,4
1402,12
1403,12
1404,15
1405,14
1406,13
1407,13
1408,14
1409,14
1410,14
1411,14
1412,0
1413,0
1414,0
1415,3
1416,3
1417,3
1418,3
1419,3
1420,1
1421,1
1422,1
1423,0
1424,0
1425,0
1426,4
1427,4
1428,4
1429,4
1430,4
1431,2
1432,2
1433,2
1434,2
1435,2
1436,0
1437,0
1438,0
1439,0
1440,17
1441,17
1442,17
1443,17
1444,0
1445,0
1446,0
1447,15
1448,15
1449,15
1450,15
1451,15
1452,0
1453,0
1454,16
1455,16
1456,16
1457,16
1458,16
1459,16
1460,16
1461,0
1462,0
1463,0
1464,0
1465,0
1466,16
1467,16
1468,16
1469,16
1470,16
1471,16
1472,16
1473,16
1474,0
1475,16
1476,0
1477,3
1478,0
1479,5
1480,5
1481,0
1482,0
1483,7
1484,5
1485,0
1486,7
1487,7
1488,8
1489,7
1490,8
1491,8
1492,8
1493,8
1494,0
1495,10
1496,9
1497,10
1498,10
1499,10
1500,10
1501,12
1502,11
1503,4
1504,12
1505,12
1506,15
1507,14
1508,14
1509,14
1510,14
1511,14
1512,14
1513,3
1514,0
1515,0
1516,0
1517,3
1518,3
1519,3
1520,3
1521,3
1522,1
1523,1
1524,1
1525,1
1526,0
1527,0
1528,0
1529,4
1530,4
1531,4
1532,4
1533,4
1534,2
1535,2
1536,2
1537,4
1538,2
1539,0
1540,0
1541,0
1542,0
1543,0
1544,17
1545,17
1546,17
1547,17
1548,0
1549,0
1550,0
1551,0
1552,15
1553,15
1554,15
1555,15
1556,15
1557,15
1558,15
1559,0
1560,0
1561,0
1562,0
1563,0
1564,16
1565,16
1566,16
1567,16
1568,16
1569,16
1570,16
1571,0
1572,0
1573,0
1574,0
1575,0
1576,16
1577,16
1578,16
1579,16
1580,16
1581,16
1582,16
1583,16
1584,16
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,10
1593,6
1594,0
1595,0
1596,0
1597,8
1598,0
1599,0
1600,10
1601,7
1602,8
1603,8
1604,8
1605,8
1606,8
1607,3
1608,10
1609,9
1610,2
1611,10
1612,10
1613,0
1614,15
1615,9
1616,10
1617,12
1618,10
1619,10
1620,15
1621,14
1622,14
1623,13
1624,14
1625,14
1626,14
1627,3
1628,0
1629,0
1630,0
1631,0
1632,3
1633,3
1634,3
1635,3
1636,1
1637,1
1638,1
1639,1
1640,0
1641,0
1642,0
1643,4
1644,4
1645,4
1646,4
1647,2
1648,2
1649,2
1650,2
1651,2
1652,0
1653,0
1654,0
1655,0
1656,17
1657,17
1658,17
1659,17
1660,0
1661,0
1662,0
1663,15
1664,15
1665,15
1666,15
1667,0
1668,0
1669,16
1670,16
1671,16
1672,16
1673,16
1674,16
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,16
1682,16
1683,16
1684,16
1685,16
1686,16
1687,16
1688,0
1689,0
1690,0
1691,0
1692,5
1693,2
1694,0
1695,4
1696,0
1697,8
1698,0
1699,7
1700,7
1701,8
1702,8
1703,8
1704,8
1705,8
1706,8
1707,3
1708,9
1709,9
1710,10
1711,10
1712,10
1713,12
1714,12
1715,9
1716,12
1717,12
1718,15
1719,15
1720,14
1721,14
1722,14
1723,14
1724,14
1725,0
1726,0
1727,0
1728,0
1729,3
1730,3
1731,3
1732,3
1733,3
1734,1
1735,1
1736,1
1737,1
1738,0
1739,0
1740,4
1741,4
1742,4
1743,4
1744,4
1745,2
1746,2
1747,2
1748,2
1749,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,17
1756,17
1757,17
1758,0
1759,0
1760,0
1761,15
1762,15
1763,15
1764,15
1765,15
1766,15
1767,15
1768,15
1769,15
1770,0
1771,0
1772,0
1773,16
1774,16
1775,16
1776,16
1777,16
1778,16
1779,0
1780,0
1781,16
1782,0
1783,16
1784,16
1785,16
1786,16
1787,16
1788,16
1789,0
1790,0
1791,0
1792,0
1793,0
1794,10
1795,5
1796,5
1797,0
1798,2
1799,7
1800,8
1801,0
1802,0
1803,7
1804,7
1805,8
1806,8
1807,8
1808,8
1809,8
1810,0
1811,1
1812,9
1813,0
1814,10
1815,10
1816,10
1817,12
1818,11
1819,15
1820,12
1821,12
1822,15
1823,14
1824,13
1825,14
1826,14
1827,14
1828,14
1829,0
1830,0
1831,0
1832,3
1833,3
1834,3
1835,3
1836,3
1837,0
1838,1
1839,1
1840,1
1841,0
1842,0
1843,4
1844,4
1845,4
1846,4
1847,4
1848,4
1849,2
1850,2
1851,2
1852,2
1853,0
1854,0
1855,0
1856,0
1857,0
1858,17
1859,17
1860,17
1861,0
1862,0
1863,0
1864,15
1865,15
1866,15
1867,15
1868,15
1869,0
1870,0
1871,0
1872,16
1873,16
1874,16
1875,16
1876,16
1877,16
1878,0
1879,0
1880,0
1881,0
1882,0
1883,16
1884,16
1885,16
1886,16
1887,16
1888,16
1889,16
1890,16
1891,0
1892,0
1893,0
1894,3
1895,10
1896,5
1897,0
1898,17
1899,0
1900,7
1901,0
1902,0
1903,7
1904,7
1905,8
1906,8
1907,8
1908,8
1909,8
1910,0
1911,9
1912,9
1913,10
1914,10
1915,10
1916,15
1917,12
1918,9
1919,12
1920,10
1921,12
1922,14
1923,14
1924,13
1925,13
1926,8
1927,14
1928,15
1929,3
1930,0
1931,0
1932,0
1933,0
1934,3
1935,3
1936,3
1937,3
1938,3
1939,3
1940,1
1941,1
1942,1
1943,1
1944,0
1945,0
1946,0
1947,4
1948,4
1949,4
1950,4
1951,4
1952,2
1953,2
1954,2
1955,2
1956,0
1957,0
1958,0
1959,0
1960,0
1961,17
1962,17
1963,17
1964,0
1965,0
1966,0
1967,0
1968,15
1969,15
1970,15
1971,15
1972,15
1973,0
1974,0
1975,16
1976,16
1977,16
1978,16
1979,16
1980,16
1981,16
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,16
1989,16
1990,16
1991,16
1992,16
1993,16
1994,16
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,5
2002,5
2003,0
2004,2
2005,7
2006,0
2007,0
2008,7
2009,7
2010,7
2011,7
2012,8
2013,8
2014,8
2015,0
2016,10
2017,9
2018,10
2019,10
2020,10
2021,10
2022,12
2023,9
2024,12
2025,12
2026,12
2027,12
2028,14
2029,13
2030,13
2031,14
2032,14
2033,14
2034,14
2035,0
2036,17
2037,0
2038,3
2039,1
2040,3
2041,3
2042,3
2043,3
2044,1
2045,1
2046,1
2047,0
2048,0
2049,0
2050,0
2051,4
2052,4
2053,4
2054,4
2055,4
2056,2
2057,2
2058,2
2059,2
2060,2
2061,0
2062,0
2063,0
2064,0
2065,0
2066,17
2067,17
2068,17
2069,17
2070,0
2071,0
2072,0
2073,0
2074,15
2075,15
2076,15
2077,15
2078,15
2079,15
2080,0
2081,0
2082,0
2083,16
2084,16
2085,16
2086,16
2087,16
2088,16
2089,16
2090,0
2091,0
2092,15
2093,0
2094,16
2095,16
2096,16
2097,16
2098,16
2099,16
2100,16
2101,16
2102,0
2103,0
2104,0
2105,0
2106,0
2107,5
2108,2
2109,0
2110,2
2111,7
2112,8
2113,0
2114,7
2115,7
2116,8
2117,8
2118,8
2119,8
2120,8
2121,3
2122,9
2123,9
2124,0
2125,10
2126,10
2127,10
2128,15
2129,11
2130,15
2131,12
2132,12
2133,10
2134,14
2135,14
2136,13
2137,14
2138,14
2139,14
2140,14
2141,0
2142,0
2143,0
2144,0
2145,3
2146,3
2147,3
2148,3
2149,3
2150,1
2151,1
2152,1
2153,1
2154,1
2155,0
2156,0
2157,0
2158,4
2159,4
2160,4
2161,4
2162,4
2163,4
2164,2
2165,2
2166,2
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,17
2174,17
2175,17
2176,17
2177,0
2178,0
2179,0
2180,15
2181,15
2182,15
2183,15
2184,15
2185,15
2186,0
2187,16
2188,16
2189,16
2190,16
2191,16
2192,16
2193,16
2194,16
2195,16
2196,0
2197,15
2198,0
2199,0
2200,0
2201,16
2202,16
2203,16
2204,16
2205,16
2206,16
2207,16
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,3
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,15
2642,0
2643,0
2644,0
2645,1
2646,15
2647,8
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,15
2691,8
2692,3
2693,0
2694,0
2695,0
2696,15
2697,0
2698,15
2699,4
2700,16
2701,15
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,3
2709,0
2710,1
2711,0
2712,3
2713,17
2714,17
2715,17
2716,17
2717,17
2718,10
2719,17
2720,17
2721,17
2722,17
2723,17
2724,17
2725,0
2726,0
2727,17
2728,0
2729,0
2730,7
2731,9
2732,17
2733,17
2734,0
2735,6
2736,3
2737,10
2738,1
2739,5
2740,12
2741,5
2742,5
2743,8
2744,8
2745,8
2746,8
2747,8
2748,15
2749,6
2750,0
2751,0
2752,0
2753,0
2754,2
2755,4
2756,4
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,2
2765,2
2766,2
2767,2
2768,2
2769,0
2770,2
2771,2
2772,2
2773,2
2774,0
2775,0
2776,0
2777,0
2778,1
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,0
2786,3
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,15
2797,11
2798,12
2799,12
2800,15
2801,15
2802,12
2803,10
2804,9
2805,10
2806,10
2807,10
2808,10
2809,10
2810,0
2811,3
2812,14
2813,14
2814,14
2815,14
2816,14
2817,14
2818,14
2819,14
2820,8
2821,2
2822,0
2823,0
2824,0
2825,0
2826,3
2827,3
2828,3
2829,3
2830,3
2831,1
2832,1
2833,3
2834,3
2835,1
2836,1
2837,1
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,3
2856,4
2857,4
2858,4
2859,4
2860,4
2861,4
2862,0
2863,17
2864,1
2865,1
2866,1
2867,1
2868,0
2869,0
2870,0
2871,1
2872,17
2873,17
2874,0
2875,0
2876,0
2877,0
2878,0
2879,3
2880,1
2881,3
2882,1
2883,1
2884,1
2885,1
2886,1
2887,0
2888,0
2889,3
2890,1
2891,0
2892,1
2893,1
2894,2
2895,0
2896,1
2897,0
2898,3
2899,1
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,3
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,15
2944,8
2945,15
2946,15
2947,15
2948,0
2949,0
2950,0
2951,0
2952,0
2953,8
2954,8
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,8
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
